entry_id,source_form,source_register,source_variety,gloss_en,source_note,candidate_msn_headword,candidate_search_key,search_fallbacks_json,rule_trace
kw::cintli::3,cintli,EHN_colloquial,Eastern Huasteca Nahuatl,corncob,rule_based_from_source_form,sintli,sintli,"[""cintli"", ""sintli""]",soft c > s
kw::citlal-cetl::1,citlal cetl,EHN_colloquial,Eastern Huasteca Nahuatl,snow.,rule_based_from_source_form,sitlal setl,sitlal setl,"[""citlal cetl"", ""sitlal setl""]",soft c > s
kw::cochi::3,cochi,EHN_colloquial,Eastern Huasteca Nahuatl,to sleep.,rule_based_from_source_form,kochi,kochi,"[""cochi"", ""coci"", ""kochi"", ""koci""]",hard c > k
kw::cocoliztli::3,cocoliztli,EHN_colloquial,Eastern Huasteca Nahuatl,sickness.,rule_based_from_source_form,kokolistli,kokolistli,"[""cocoliztli"", ""kokolistli"", ""cocolistli""]",z > s; hard c > k
kw::cocotl::2,cocotl,EHN_colloquial,Eastern Huasteca Nahuatl,"wound, sore.",rule_based_from_source_form,kokotl,kokotl,"[""cocotl"", ""kokotl""]",hard c > k
kw::cocotl::3,cocotl,EHN_colloquial,Eastern Huasteca Nahuatl,pimple.,rule_based_from_source_form,kokotl,kokotl,"[""cocotl"", ""kokotl""]",hard c > k
kw::cocoxquetl::2,cocoxquetl,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of kokoxketl,explicit_gloss_target,kokoxketl,kokoxketl,"[""cocoxquetl"", ""kokoxketl"", ""cocoxcetl""]",gloss target: kokoxketl
kw::cohuatl::2,cohuatl,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of kowatl,explicit_gloss_target,kowatl,kowatl,"[""cohuatl"", ""couatl"", ""kowatl""]",gloss target: kowatl
kw::comalli::3,comalli,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of komalli,explicit_gloss_target,komalli,komalli,"[""comalli"", ""komalli""]",gloss target: komalli
kw::comitl::3,comitl,EHN_colloquial,Eastern Huasteca Nahuatl,"pot, pan.",rule_based_from_source_form,komitl,komitl,"[""comitl"", ""komitl""]",hard c > k
kw::conepiya::1,conepiya,EHN_colloquial,Eastern Huasteca Nahuatl,to have a child.,rule_based_from_source_form,konepiya,konepiya,"[""conepiya"", ""konepiya""]",hard c > k
kw::conetl::4,conetl,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of konetl,explicit_gloss_target,konetl,konetl,"[""conetl"", ""konetl""]",gloss target: konetl
kw::costlaquemitl::1,costlaquemitl,EHN_colloquial,Eastern Huasteca Nahuatl,alternative spelling of coztlaquemitl (“pancho”),explicit_gloss_target,kostlakemitl (“pancho”),kostlakemitl (“pancho”),"[""costlaquemitl"", ""kostlakemitl (“pancho”)"", ""kostlakemitl (“panco”)"", ""costlacemitl (“pancho”)""]",gloss target: coztlaquemitl (“pancho”); qu > k before front vowel; z > s; hard c > k
kw::coto::1,coto,EHN_colloquial,Eastern Huasteca Nahuatl,shirt.,rule_based_from_source_form,koto,koto,"[""coto"", ""koto""]",hard c > k
kw::coxtalli::1,coxtalli,EHN_colloquial,Eastern Huasteca Nahuatl,a sack.,rule_based_from_source_form,koxtalli,koxtalli,"[""coxtalli"", ""koxtalli""]",hard c > k
kw::coyochichi::1,coyochichi,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of koyochichi,explicit_gloss_target,koyochichi,koyochichi,"[""coyochichi"", ""coyocici"", ""koyochichi"", ""koyocici""]",gloss target: koyochichi
kw::coyotl::3,coyotl,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of koyotl,explicit_gloss_target,koyotl,koyotl,"[""coyotl"", ""koyotl""]",gloss target: koyotl
kw::coztic::3,coztic,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of kostik,explicit_gloss_target,kostik,kostik,"[""coztic"", ""kostik"", ""costic""]",gloss target: kostik
kw::coztlaquemitl::1,coztlaquemitl,EHN_colloquial,Eastern Huasteca Nahuatl,pancho.,rule_based_from_source_form,kostlakemitl,kostlakemitl,"[""coztlaquemitl"", ""kostlakemitl"", ""costlacemitl""]",qu > k before front vowel; z > s; hard c > k
kw::cuacamohtli::1,cuacamohtli,EHN_colloquial,Eastern Huasteca Nahuatl,yuca.,rule_based_from_source_form,kuakamohtli,kuakamohtli,"[""cuacamohtli"", ""cuacamotli"", ""kuakamohtli"", ""kuakamotli""]",hard c > k
kw::cuacarro::1,cuacarro,EHN_colloquial,Eastern Huasteca Nahuatl,car.,rule_based_from_source_form,kuakarro,kuakarro,"[""cuacarro"", ""kuakarro""]",hard c > k
kw::cuacarro::2,cuacarro,EHN_colloquial,Eastern Huasteca Nahuatl,chariot.,rule_based_from_source_form,kuakarro,kuakarro,"[""cuacarro"", ""kuakarro""]",hard c > k
kw::cuahuitl::4,cuahuitl,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of kuawitl,explicit_gloss_target,kuawitl,kuawitl,"[""cuahuitl"", ""cuauitl"", ""kuawitl""]",gloss target: kuawitl
kw::cualantoc::1,cualantoc,EHN_colloquial,Eastern Huasteca Nahuatl,angry,rule_based_from_source_form,kualantok,kualantok,"[""cualantoc"", ""kualantok""]",hard c > k
kw::cualca::1,cualca,EHN_colloquial,Eastern Huasteca Nahuatl,early.,rule_based_from_source_form,kualka,kualka,"[""cualca"", ""kualka""]",hard c > k
kw::cualli::3,cualli,EHN_colloquial,Eastern Huasteca Nahuatl,good.,rule_based_from_source_form,kualli,kualli,"[""cualli"", ""kualli""]",hard c > k
kw::cualli::4,cualli,EHN_colloquial,Eastern Huasteca Nahuatl,well.,rule_based_from_source_form,kualli,kualli,"[""cualli"", ""kualli""]",hard c > k
kw::cualtitoc::1,cualtitoc,EHN_colloquial,Eastern Huasteca Nahuatl,"fine, ok.",rule_based_from_source_form,kualtitok,kualtitok,"[""cualtitoc"", ""kualtitok""]",hard c > k
kw::cuapelechi::1,cuapelechi,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of kuapelechin,explicit_gloss_target,kuapelechin,kuapelechin,"[""cuapelechi"", ""cuapeleci"", ""kuapelechin"", ""kuapelecin"", ""cuapelechin""]",gloss target: kuapelechin
kw::cuatitlamitl::1,cuatitlamitl,EHN_colloquial,Eastern Huasteca Nahuatl,forest.,rule_based_from_source_form,kuatitlamitl,kuatitlamitl,"[""cuatitlamitl"", ""kuatitlamitl""]",hard c > k
kw::cuatitlamitl::2,cuatitlamitl,EHN_colloquial,Eastern Huasteca Nahuatl,mountain.,rule_based_from_source_form,kuatitlamitl,kuatitlamitl,"[""cuatitlamitl"", ""kuatitlamitl""]",hard c > k
kw::cuatitlanehquetl::1,cuatitlanehquetl,EHN_colloquial,Eastern Huasteca Nahuatl,mountain inhabitant.,rule_based_from_source_form,kuatitlanehketl,kuatitlanehketl,"[""cuatitlanehquetl"", ""cuatitlanequetl"", ""kuatitlanehketl"", ""kuatitlaneketl"", ""cuatitlanehcetl""]",qu > k before front vowel; hard c > k
kw::cuatitlanehquetl::2,cuatitlanehquetl,EHN_colloquial,Eastern Huasteca Nahuatl,forest animal,rule_based_from_source_form,kuatitlanehketl,kuatitlanehketl,"[""cuatitlanehquetl"", ""cuatitlanequetl"", ""kuatitlanehketl"", ""kuatitlaneketl"", ""cuatitlanehcetl""]",qu > k before front vowel; hard c > k
kw::cuatlahcayotl::1,cuatlahcayotl,EHN_colloquial,Eastern Huasteca Nahuatl,fruit.,rule_based_from_source_form,kuatlahkayotl,kuatlahkayotl,"[""cuatlahcayotl"", ""cuatlacayotl"", ""kuatlahkayotl"", ""kuatlakayotl""]",hard c > k
kw::cuatochi::1,cuatochi,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of kuatochin,explicit_gloss_target,kuatochin,kuatochin,"[""cuatochi"", ""cuatoci"", ""kuatochin"", ""kuatocin"", ""cuatochin""]",gloss target: kuatochin
kw::cuatopilli::2,cuatopilli,EHN_colloquial,Eastern Huasteca Nahuatl,rod.,rule_based_from_source_form,kuatopilli,kuatopilli,"[""cuatopilli"", ""kuatopilli""]",hard c > k
kw::cuatopilli::3,cuatopilli,EHN_colloquial,Eastern Huasteca Nahuatl,wooden spear.,rule_based_from_source_form,kuatopilli,kuatopilli,"[""cuatopilli"", ""kuatopilli""]",hard c > k
kw::cuaxilocuahuitl::1,cuaxilocuahuitl,EHN_colloquial,Eastern Huasteca Nahuatl,banana tree,rule_based_from_source_form,kuaxilokuawitl,kuaxilokuawitl,"[""cuaxilocuahuitl"", ""cuaxilocuauitl"", ""kuaxilokuawitl""]",hu> w before vowel; hard c > k
kw::cuaxilomiltitla::1,cuaxilomiltitla,EHN_colloquial,Eastern Huasteca Nahuatl,banana plantation.,rule_based_from_source_form,kuaxilomiltitla,kuaxilomiltitla,"[""cuaxilomiltitla"", ""kuaxilomiltitla""]",hard c > k
kw::cuaxilotl::1,cuaxilotl,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of kuaxilotl,explicit_gloss_target,kuaxilotl,kuaxilotl,"[""cuaxilotl"", ""kuaxilotl""]",gloss target: kuaxilotl
kw::cuecuetzi::1,cuecuetzi,EHN_colloquial,Eastern Huasteca Nahuatl,tiny.,rule_based_from_source_form,kuekuetsi,kuekuetsi,"[""cuecuetzi"", ""kuekuetsi""]",z > s; hard c > k
kw::cueyitl::1,cueyitl,EHN_colloquial,Eastern Huasteca Nahuatl,skirt.,rule_based_from_source_form,kueyitl,kueyitl,"[""cueyitl"", ""kueyitl""]",hard c > k
kw::cuitlapil::1,cuitlapil,EHN_colloquial,Eastern Huasteca Nahuatl,"tail, rear.",rule_based_from_source_form,kuitlapil,kuitlapil,"[""cuitlapil"", ""kuitlapil""]",hard c > k
kw::cuitlatl::3,cuitlatl,EHN_colloquial,Eastern Huasteca Nahuatl,"excrement, feces.",rule_based_from_source_form,kuitlatl,kuitlatl,"[""cuitlatl"", ""kuitlatl""]",hard c > k
kw::diciembre::1,diciembre,EHN_colloquial,Eastern Huasteca Nahuatl,December,rule_based_from_source_form,disiembre,disiembre,"[""diciembre"", ""disiembre""]",soft c > s
kw::ehquetl::1,ehquetl,EHN_colloquial,Eastern Huasteca Nahuatl,being.,rule_based_from_source_form,ehketl,ehketl,"[""ehquetl"", ""equetl"", ""ehketl"", ""eketl"", ""ehcetl""]",qu > k before front vowel
kw::ehquetl::2,ehquetl,EHN_colloquial,Eastern Huasteca Nahuatl,inhabitant.,rule_based_from_source_form,ehketl,ehketl,"[""ehquetl"", ""equetl"", ""ehketl"", ""eketl"", ""ehcetl""]",qu > k before front vowel
kw::ehua::3,ehua,EHN_colloquial,Eastern Huasteca Nahuatl,to be from.,rule_based_from_source_form,ewa,ewa,"[""ehua"", ""eua"", ""ewa""]",hu> w before vowel
kw::elchiqui::1,elchiqui,EHN_colloquial,Eastern Huasteca Nahuatl,rib (anatomy).,rule_based_from_source_form,elchiki,elchiki,"[""elchiqui"", ""elciqui"", ""elchiki"", ""elciki"", ""elchici""]",qu > k before front vowel
kw::elhuicac-ehquetl::1,elhuicac ehquetl,EHN_colloquial,Eastern Huasteca Nahuatl,An angel.,rule_based_from_source_form,elwikak ehketl,elwikak ehketl,"[""elhuicac ehquetl"", ""eluicac equetl"", ""elwikak ehketl"", ""elwikak eketl"", ""elhuicac ehcetl""]",hu> w before vowel; qu > k before front vowel; hard c > k
kw::elhuicac::1,elhuicac,EHN_colloquial,Eastern Huasteca Nahuatl,heaven.,rule_based_from_source_form,elwikak,elwikak,"[""elhuicac"", ""eluicac"", ""elwikak""]",hu> w before vowel; hard c > k
kw::elhuicactli::1,elhuicactli,EHN_colloquial,Eastern Huasteca Nahuatl,the sky.,rule_based_from_source_form,elwikaktli,elwikaktli,"[""elhuicactli"", ""eluicactli"", ""elwikaktli""]",hu> w before vowel; hard c > k
kw::eli::1,eli,EHN_colloquial,Eastern Huasteca Nahuatl,to be.,rule_based_from_source_form,eli,eli,"[""eli""]",identity
kw::elotl::4,elotl,EHN_colloquial,Eastern Huasteca Nahuatl,A fresh ear of corn.,rule_based_from_source_form,elotl,elotl,"[""elotl""]",identity
kw::eltlapal::2,eltlapal,EHN_colloquial,Eastern Huasteca Nahuatl,wing.,rule_based_from_source_form,eltlapal,eltlapal,"[""eltlapal""]",identity
kw::eltoc::1,eltoc,EHN_colloquial,Eastern Huasteca Nahuatl,to be.,rule_based_from_source_form,eltok,eltok,"[""eltoc"", ""eltok""]",hard c > k
kw::eltoya::1,eltoya,EHN_colloquial,Eastern Huasteca Nahuatl,very,rule_based_from_source_form,eltoya,eltoya,"[""eltoya""]",identity
kw::enero::1,enero,EHN_colloquial,Eastern Huasteca Nahuatl,January,rule_based_from_source_form,enero,enero,"[""enero""]",identity
kw::escuela::1,escuela,EHN_colloquial,Eastern Huasteca Nahuatl,school,rule_based_from_source_form,eskuela,eskuela,"[""escuela"", ""eskuela""]",hard c > k
kw::espoltic::1,espoltic,EHN_colloquial,Eastern Huasteca Nahuatl,bloody.,rule_based_from_source_form,espoltik,espoltik,"[""espoltic"", ""espoltik""]",hard c > k
kw::estado::1,estado,EHN_colloquial,Eastern Huasteca Nahuatl,state,rule_based_from_source_form,estado,estado,"[""estado""]",identity
kw::estli::3,estli,EHN_colloquial,Eastern Huasteca Nahuatl,alternative spelling of eztli (“blood”),explicit_gloss_target,estli (“blood”),estli (“blood”),"[""estli"", ""estli (“blood”)""]",gloss target: eztli (“blood”); z > s
kw::esxokotl::3,esxokotl,EHN_colloquial,Eastern Huasteca Nahuatl,pomegranate,rule_based_from_source_form,esxokotl,esxokotl,"[""esxokotl"", ""esxocotl""]",identity
kw::etamalli::3,etamalli,EHN_colloquial,Eastern Huasteca Nahuatl,bean tamale.,rule_based_from_source_form,etamalli,etamalli,"[""etamalli""]",identity
kw::etixtli::2,etixtli,EHN_colloquial,Eastern Huasteca Nahuatl,Dough made from ground beans.,rule_based_from_source_form,etixtli,etixtli,"[""etixtli""]",identity
kw::etl::4,etl,EHN_colloquial,Eastern Huasteca Nahuatl,bean.,rule_based_from_source_form,etl,etl,"[""etl""]",identity
kw::etzontli::1,etzontli,EHN_colloquial,Eastern Huasteca Nahuatl,a bean bush.,rule_based_from_source_form,etsontli,etsontli,"[""etzontli"", ""etsontli""]",z > s
kw::exinachtli::1,exinachtli,EHN_colloquial,Eastern Huasteca Nahuatl,bean seed.,rule_based_from_source_form,exinachtli,exinachtli,"[""exinachtli"", ""exinactli""]",identity
kw::expa::2,expa,EHN_colloquial,Eastern Huasteca Nahuatl,third.,rule_based_from_source_form,expa,expa,"[""expa""]",identity
kw::eyi::4,eyi,EHN_colloquial,Eastern Huasteca Nahuatl,three,rule_based_from_source_form,eyi,eyi,"[""eyi""]",identity
kw::eyoli::1,eyoli,EHN_colloquial,Eastern Huasteca Nahuatl,bean seed.,rule_based_from_source_form,eyoli,eyoli,"[""eyoli""]",identity
kw::eztli::3,eztli,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of estli,explicit_gloss_target,estli,estli,"[""eztli"", ""estli""]",gloss target: estli
kw::familia::1,familia,EHN_colloquial,Eastern Huasteca Nahuatl,family,rule_based_from_source_form,familia,familia,"[""familia""]",identity
kw::febrero::1,febrero,EHN_colloquial,Eastern Huasteca Nahuatl,February,rule_based_from_source_form,febrero,febrero,"[""febrero""]",identity
kw::firmaroa::1,firmaroa,EHN_colloquial,Eastern Huasteca Nahuatl,to sign,rule_based_from_source_form,firmaroa,firmaroa,"[""firmaroa""]",identity
kw::folsah::1,folsah,EHN_colloquial,Eastern Huasteca Nahuatl,bag,rule_based_from_source_form,folsah,folsah,"[""folsah"", ""folsa""]",identity
kw::folzah::1,folzah,EHN_colloquial,Eastern Huasteca Nahuatl,bag,rule_based_from_source_form,folsah,folsah,"[""folzah"", ""folza"", ""folsah"", ""folsa""]",z > s
kw::gobierno::1,gobierno,EHN_colloquial,Eastern Huasteca Nahuatl,government.,rule_based_from_source_form,gobierno,gobierno,"[""gobierno""]",identity
kw::hasta::1,hasta,EHN_colloquial,Eastern Huasteca Nahuatl,until,rule_based_from_source_form,hasta,hasta,"[""hasta"", ""asta""]",identity
kw::hora::1,hora,EHN_colloquial,Eastern Huasteca Nahuatl,hour.,rule_based_from_source_form,hora,hora,"[""hora"", ""ora""]",identity
kw::huacax::2,huacax,EHN_colloquial,Eastern Huasteca Nahuatl,cow,rule_based_from_source_form,wakax,wakax,"[""huacax"", ""uacax"", ""wakax""]",hu> w before vowel; hard c > k
kw::huacaxcuitlatl::1,huacaxcuitlatl,EHN_colloquial,Eastern Huasteca Nahuatl,cow manure.,rule_based_from_source_form,wakaxkuitlatl,wakaxkuitlatl,"[""huacaxcuitlatl"", ""uacaxcuitlatl"", ""wakaxkuitlatl""]",hu> w before vowel; hard c > k
kw::huactlatlaxixtli::1,huactlatlaxixtli,EHN_colloquial,Eastern Huasteca Nahuatl,tuberculosis.,rule_based_from_source_form,waktlatlaxixtli,waktlatlaxixtli,"[""huactlatlaxixtli"", ""uactlatlaxixtli"", ""waktlatlaxixtli""]",hu> w before vowel; hard c > k
kw::huactoc::1,huactoc,EHN_colloquial,Eastern Huasteca Nahuatl,dry.,rule_based_from_source_form,waktok,waktok,"[""huactoc"", ""uactoc"", ""waktok""]",hu> w before vowel; hard c > k
kw::huahca::1,huahca,EHN_colloquial,Eastern Huasteca Nahuatl,then; at that time; next.,rule_based_from_source_form,wahka,wahka,"[""huahca"", ""uaca"", ""wahka"", ""waka""]",hu> w before vowel; hard c > k
kw::huampo::1,huampo,EHN_colloquial,Eastern Huasteca Nahuatl,friend.,rule_based_from_source_form,wampo,wampo,"[""huampo"", ""uampo"", ""wampo""]",hu> w before vowel
kw::huampoyohua::1,huampoyohua,EHN_colloquial,Eastern Huasteca Nahuatl,plural of huampo,rule_based_from_source_form,wampoyowa,wampoyowa,"[""huampoyohua"", ""uampoyoua"", ""wampoyowa""]",hu> w before vowel
kw::huapalli::1,huapalli,EHN_colloquial,Eastern Huasteca Nahuatl,"board, plank.",rule_based_from_source_form,wapalli,wapalli,"[""huapalli"", ""uapalli"", ""wapalli""]",hu> w before vowel
kw::huapalli::2,huapalli,EHN_colloquial,Eastern Huasteca Nahuatl,table,rule_based_from_source_form,wapalli,wapalli,"[""huapalli"", ""uapalli"", ""wapalli""]",hu> w before vowel
kw::huehca::1,huehca,EHN_colloquial,Eastern Huasteca Nahuatl,"far away, distant.",rule_based_from_source_form,wehka,wehka,"[""huehca"", ""ueca"", ""wehka"", ""weka""]",hu> w before vowel; hard c > k
kw::huehcapa::1,huehcapa,EHN_colloquial,Eastern Huasteca Nahuatl,above,rule_based_from_source_form,wehkapa,wehkapa,"[""huehcapa"", ""uecapa"", ""wehkapa"", ""wekapa""]",hu> w before vowel; hard c > k
kw::huehcapan::1,huehcapan,EHN_colloquial,Eastern Huasteca Nahuatl,"lineage, ancestry",rule_based_from_source_form,wehkapan,wehkapan,"[""huehcapan"", ""uecapan"", ""wehkapan"", ""wekapan""]",hu> w before vowel; hard c > k
kw::huehcapantic::1,huehcapantic,EHN_colloquial,Eastern Huasteca Nahuatl,tall.,rule_based_from_source_form,wehkapantik,wehkapantik,"[""huehcapantic"", ""uecapantic"", ""wehkapantik"", ""wekapantik""]",hu> w before vowel; hard c > k
kw::huehcatla::1,huehcatla,EHN_colloquial,Eastern Huasteca Nahuatl,deep.,rule_based_from_source_form,wehkatla,wehkatla,"[""huehcatla"", ""uecatla"", ""wehkatla"", ""wekatla""]",hu> w before vowel; hard c > k
kw::huehue::3,huehue,EHN_colloquial,Eastern Huasteca Nahuatl,husband.,rule_based_from_source_form,wewe,wewe,"[""huehue"", ""ueue"", ""wewe""]",hu> w before vowel
kw::huehue::4,huehue,EHN_colloquial,Eastern Huasteca Nahuatl,old.,rule_based_from_source_form,wewe,wewe,"[""huehue"", ""ueue"", ""wewe""]",hu> w before vowel
kw::huehuecafentzontli::1,huehuecafentzontli,EHN_colloquial,Eastern Huasteca Nahuatl,an old coffee tree.,rule_based_from_source_form,wewekafentsontli,wewekafentsontli,"[""huehuecafentzontli"", ""ueuecafentzontli"", ""wewekafentsontli""]",hu> w before vowel; z > s; hard c > k
kw::huehuentzi::1,huehuentzi,EHN_colloquial,Eastern Huasteca Nahuatl,old.,rule_based_from_source_form,wewentsi,wewentsi,"[""huehuentzi"", ""ueuentzi"", ""wewentsi""]",hu> w before vowel; z > s
kw::huehuentzi::2,huehuentzi,EHN_colloquial,Eastern Huasteca Nahuatl,old man.,rule_based_from_source_form,wewentsi,wewentsi,"[""huehuentzi"", ""ueuentzi"", ""wewentsi""]",hu> w before vowel; z > s
kw::huehueyac::1,huehueyac,EHN_colloquial,Eastern Huasteca Nahuatl,long.,rule_based_from_source_form,weweyak,weweyak,"[""huehueyac"", ""ueueyac"", ""weweyak""]",hu> w before vowel; hard c > k
kw::huelti::1,huelti,EHN_colloquial,Eastern Huasteca Nahuatl,sister,rule_based_from_source_form,welti,welti,"[""huelti"", ""uelti"", ""welti""]",hu> w before vowel
kw::huetzi::2,huetzi,EHN_colloquial,Eastern Huasteca Nahuatl,to fall.,rule_based_from_source_form,wetsi,wetsi,"[""huetzi"", ""uetzi"", ""wetsi""]",hu> w before vowel; z > s
kw::huetztoc::1,huetztoc,EHN_colloquial,Eastern Huasteca Nahuatl,fallen.,rule_based_from_source_form,wetstok,wetstok,"[""huetztoc"", ""uetztoc"", ""wetstok""]",hu> w before vowel; z > s; hard c > k
kw::hueyatl::3,hueyatl,EHN_colloquial,Eastern Huasteca Nahuatl,river,rule_based_from_source_form,weyatl,weyatl,"[""hueyatl"", ""ueyatl"", ""weyatl""]",hu> w before vowel
kw::hueyi-atl::2,hueyi atl,EHN_colloquial,Eastern Huasteca Nahuatl,"sea, ocean",rule_based_from_source_form,weyi atl,weyi atl,"[""hueyi atl"", ""ueyi atl"", ""weyi atl""]",hu> w before vowel
kw::hueyi::3,hueyi,EHN_colloquial,Eastern Huasteca Nahuatl,"big, great.",rule_based_from_source_form,weyi,weyi,"[""hueyi"", ""ueyi"", ""weyi""]",hu> w before vowel
kw::hueyinana::1,hueyinana,EHN_colloquial,Eastern Huasteca Nahuatl,grandmother.,rule_based_from_source_form,weyinana,weyinana,"[""hueyinana"", ""ueyinana"", ""weyinana""]",hu> w before vowel
kw::hueyitata::1,hueyitata,EHN_colloquial,Eastern Huasteca Nahuatl,grandfather.,rule_based_from_source_form,weyitata,weyitata,"[""hueyitata"", ""ueyitata"", ""weyitata""]",hu> w before vowel
kw::huica::3,huica,EHN_colloquial,Eastern Huasteca Nahuatl,to sing.,rule_based_from_source_form,wika,wika,"[""huica"", ""uica"", ""wika""]",hu> w before vowel; hard c > k
kw::huicatl::1,huicatl,EHN_colloquial,Eastern Huasteca Nahuatl,song.,rule_based_from_source_form,wikatl,wikatl,"[""huicatl"", ""uicatl"", ""wikatl""]",hu> w before vowel; hard c > k
kw::huihuiciquitic::1,huihuiciquitic,EHN_colloquial,Eastern Huasteca Nahuatl,thin.,rule_based_from_source_form,wiwisikitik,wiwisikitik,"[""huihuiciquitic"", ""uiuiciquitic"", ""wiwisikitik"", ""huihuisicitic""]",hu> w before vowel; qu > k before front vowel; soft c > s; hard c > k
kw::huihuitic::1,huihuitic,EHN_colloquial,Eastern Huasteca Nahuatl,silly.,rule_based_from_source_form,wiwitik,wiwitik,"[""huihuitic"", ""uiuitic"", ""wiwitik""]",hu> w before vowel; hard c > k
kw::huino::1,huino,EHN_colloquial,Eastern Huasteca Nahuatl,alcohol.,rule_based_from_source_form,wino,wino,"[""huino"", ""uino"", ""wino""]",hu> w before vowel
kw::huitztli::3,huitztli,EHN_colloquial,Eastern Huasteca Nahuatl,thorn.,rule_based_from_source_form,witstli,witstli,"[""huitztli"", ""uitztli"", ""witstli""]",hu> w before vowel; z > s
kw::iahcol::1,iahcol,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its shoulder.",rule_based_from_source_form,iahkol,iahkol,"[""iahcol"", ""iacol"", ""iahkol"", ""iakol""]",hard c > k
kw::iahui::1,iahui,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its aunt.",rule_based_from_source_form,iawi,iawi,"[""iahui"", ""iaui"", ""iawi""]",hu> w before vowel
kw::iaxca::2,iaxca,EHN_colloquial,Eastern Huasteca Nahuatl,"of him, her, it.",rule_based_from_source_form,iaxka,iaxka,"[""iaxca"", ""iaxka""]",hard c > k
kw::ica::1,ica,EHN_colloquial,Eastern Huasteca Nahuatl,with,rule_based_from_source_form,ika,ika,"[""ica"", ""ika""]",hard c > k
kw::icelti::1,icelti,EHN_colloquial,Eastern Huasteca Nahuatl,alone.,rule_based_from_source_form,iselti,iselti,"[""icelti"", ""iselti""]",soft c > s
kw::icha::1,icha,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its home.",rule_based_from_source_form,icha,icha,"[""icha"", ""ica""]",identity
kw::ichpocatl::1,ichpocatl,EHN_colloquial,Eastern Huasteca Nahuatl,young woman.,rule_based_from_source_form,ichpokatl,ichpokatl,"[""ichpocatl"", ""icpocatl"", ""ichpokatl"", ""icpokatl""]",hard c > k
kw::icni::1,icni,EHN_colloquial,Eastern Huasteca Nahuatl,brother,rule_based_from_source_form,ikni,ikni,"[""icni"", ""ikni""]",hard c > k
kw::icnotzi::1,icnotzi,EHN_colloquial,Eastern Huasteca Nahuatl,orphan.,rule_based_from_source_form,iknotsi,iknotsi,"[""icnotzi"", ""iknotsi""]",z > s; hard c > k
kw::icone::1,icone,EHN_colloquial,Eastern Huasteca Nahuatl,third-person singular possessed form of conetl (his/her/its child),rule_based_from_source_form,ikone,ikone,"[""icone"", ""ikone""]",hard c > k
kw::iconehua::1,iconehua,EHN_colloquial,Eastern Huasteca Nahuatl,plural of icone,rule_based_from_source_form,ikonewa,ikonewa,"[""iconehua"", ""iconeua"", ""ikonewa""]",hu> w before vowel; hard c > k
kw::ihnaloc::1,ihnaloc,EHN_colloquial,Eastern Huasteca Nahuatl,morning,rule_based_from_source_form,ihnalok,ihnalok,"[""ihnaloc"", ""inaloc"", ""ihnalok"", ""inalok""]",hard c > k
kw::ihnalpa::1,ihnalpa,EHN_colloquial,Eastern Huasteca Nahuatl,morning.,rule_based_from_source_form,ihnalpa,ihnalpa,"[""ihnalpa"", ""inalpa""]",identity
kw::ihquino::1,ihquino,EHN_colloquial,Eastern Huasteca Nahuatl,thus.,rule_based_from_source_form,ihkino,ihkino,"[""ihquino"", ""iquino"", ""ihkino"", ""ikino"", ""ihcino""]",qu > k before front vowel
kw::ihuaya::1,ihuaya,EHN_colloquial,Eastern Huasteca Nahuatl,"with him, her, it.",rule_based_from_source_form,iwaya,iwaya,"[""ihuaya"", ""iuaya"", ""iwaya""]",hu> w before vowel
kw::iichpoca::1,iichpoca,EHN_colloquial,Eastern Huasteca Nahuatl,third-person singular possessed form of ichpocatl (his/her/its young woman).,rule_based_from_source_form,iichpoka,iichpoka,"[""iichpoca"", ""iicpoca"", ""iichpoka"", ""iicpoka""]",hard c > k
kw::iicni::1,iicni,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its brother.",rule_based_from_source_form,iikni,iikni,"[""iicni"", ""iikni""]",hard c > k
kw::iixtiyol::1,iixtiyol,EHN_colloquial,Eastern Huasteca Nahuatl,"his, her, its eye.",rule_based_from_source_form,iixtiyol,iixtiyol,"[""iixtiyol""]",identity
kw::ilhuitl::3,ilhuitl,EHN_colloquial,Eastern Huasteca Nahuatl,"fiesta, festival.",rule_based_from_source_form,ilwitl,ilwitl,"[""ilhuitl"", ""iluitl"", ""ilwitl""]",hu> w before vowel
